recording_id,species,window_idx,start_s,end_s,snr_db,kept
ML492363181,BugunLiocichla,20,30.0,33.0,5.11,True
ML492363181,BugunLiocichla,21,31.5,34.5,4.42,True
ML492363181,BugunLiocichla,22,33.0,36.0,8.65,True
ML492363181,BugunLiocichla,23,34.5,37.5,17.8,True
ML492363181,BugunLiocichla,24,36.0,39.0,8.23,True
ML492363181,BugunLiocichla,25,37.5,40.5,5.55,True
ML492363181,BugunLiocichla,26,39.0,42.0,18.79,True
ML492363181,BugunLiocichla,27,40.5,43.5,20.5,True
ML492363181,BugunLiocichla,28,42.0,45.0,5.5,True
ML492363181,BugunLiocichla,29,43.5,46.5,2.43,False
ML492363181,BugunLiocichla,30,45.0,48.0,-0.13,False
ML492363181,BugunLiocichla,31,46.5,49.5,2.79,False
ML492363181,BugunLiocichla,32,48.0,51.0,6.03,True
ML492363181,BugunLiocichla,33,49.5,52.5,22.54,True
ML492363181,BugunLiocichla,34,51.0,54.0,17.54,True
ML492363181,BugunLiocichla,35,52.5,55.5,1.66,False
ML492363181,BugunLiocichla,36,54.0,57.0,5.38,True
ML492363181,BugunLiocichla,37,55.5,58.5,10.12,True
ML492363181,BugunLiocichla,38,57.0,60.0,13.98,True
ML492363181,BugunLiocichla,39,58.5,61.5,22.69,True
ML492363181,BugunLiocichla,40,60.0,63.0,24.42,True
ML492363181,BugunLiocichla,41,61.5,64.5,0.9,False
ML492363181,BugunLiocichla,42,63.0,66.0,0.77,False
ML492363181,BugunLiocichla,43,64.5,67.5,4.81,True
ML492363181,BugunLiocichla,44,66.0,69.0,6.32,True
ML492363181,BugunLiocichla,45,67.5,70.5,21.36,True
ML492363181,BugunLiocichla,46,69.0,72.0,23.66,True
ML492363181,BugunLiocichla,47,70.5,73.5,22.02,True
ML492363181,BugunLiocichla,48,72.0,75.0,9.15,True
ML492363181,BugunLiocichla,49,73.5,76.5,0.83,False
ML492363181,BugunLiocichla,50,75.0,78.0,4.86,True
ML492363181,BugunLiocichla,51,76.5,79.5,15.35,True
ML492363181,BugunLiocichla,52,78.0,81.0,15.84,True
ML492363181,BugunLiocichla,53,79.5,82.5,20.41,True
ML492363181,BugunLiocichla,54,81.0,84.0,8.13,True
ML492363181,BugunLiocichla,55,82.5,85.5,2.04,False
ML492363181,BugunLiocichla,56,84.0,87.0,2.1,False
ML492363181,BugunLiocichla,57,85.5,88.5,7.46,True
ML492363181,BugunLiocichla,58,87.0,90.0,16.41,True
ML492363181,BugunLiocichla,59,88.5,91.5,18.98,True
ML492363181,BugunLiocichla,60,90.0,93.0,12.02,True
ML492363181,BugunLiocichla,61,91.5,94.5,3.23,True
ML492363181,BugunLiocichla,62,93.0,96.0,4.75,True
ML492363181,BugunLiocichla,63,94.5,97.5,15.93,True
ML492363181,BugunLiocichla,64,96.0,99.0,13.59,True
ML492363181,BugunLiocichla,65,97.5,100.5,2.55,False
ML492363181,BugunLiocichla,66,99.0,102.0,2.82,False
ML492363181,BugunLiocichla,67,100.5,103.5,4.14,True
ML492363181,BugunLiocichla,68,102.0,105.0,15.09,True
ML492363181,BugunLiocichla,69,103.5,106.5,18.76,True
ML492363181,BugunLiocichla,70,105.0,108.0,2.07,False
ML492363181,BugunLiocichla,71,106.5,109.5,2.99,False
ML492363181,BugunLiocichla,72,108.0,111.0,7.61,True
ML492363181,BugunLiocichla,73,109.5,112.5,12.19,True
ML496530611,BugunLiocichla,0,0.0,3.0,3.93,True
ML496530611,BugunLiocichla,1,1.5,4.5,3.98,True
ML496530611,BugunLiocichla,2,3.0,6.0,2.83,False
ML496530611,BugunLiocichla,3,4.5,7.5,1.23,False
ML496530611,BugunLiocichla,4,6.0,9.0,0.73,False
ML496530611,BugunLiocichla,5,7.5,10.5,2.48,False
ML496530611,BugunLiocichla,6,9.0,12.0,2.01,False
ML496530611,BugunLiocichla,7,10.5,13.5,1.49,False
ML573513881,BugunLiocichla,0,0.0,3.0,27.05,True
ML573513881,BugunLiocichla,1,1.5,4.5,28.3,True
ML573513881,BugunLiocichla,2,3.0,6.0,10.49,True
ML573513881,BugunLiocichla,3,4.5,7.5,1.81,False
ML573513881,BugunLiocichla,4,6.0,9.0,2.0,False
ML573513881,BugunLiocichla,5,7.5,10.5,29.75,True
ML573513881,BugunLiocichla,6,9.0,12.0,23.38,True
ML573513881,BugunLiocichla,7,10.5,13.5,0.71,False
ML573513881,BugunLiocichla,8,12.0,15.0,6.86,True
ML573513881,BugunLiocichla,9,13.5,16.5,2.43,False
ML573513881,BugunLiocichla,10,15.0,18.0,0.57,False
ML573513881,BugunLiocichla,11,16.5,19.5,1.16,False
ML573513881,BugunLiocichla,12,18.0,21.0,29.36,True
ML573515031,BugunLiocichla,0,0.0,3.0,115.79,True
ML573515041,BugunLiocichla,0,0.0,3.0,40.0,True
ML573515041,BugunLiocichla,1,1.5,4.5,35.51,True
ML573515041,BugunLiocichla,2,3.0,6.0,5.35,True
ML574851421,BugunLiocichla,0,0.0,3.0,24.06,True
ML574851421,BugunLiocichla,1,1.5,4.5,16.76,True
ML574851421,BugunLiocichla,2,3.0,6.0,14.05,True
ML574851421,BugunLiocichla,3,4.5,7.5,26.99,True
ML574851421,BugunLiocichla,4,6.0,9.0,41.4,True
ML574851421,BugunLiocichla,5,7.5,10.5,8.56,True
ML574851421,BugunLiocichla,6,9.0,12.0,0.18,False
ML574851421,BugunLiocichla,7,10.5,13.5,1.82,False
ML574851421,BugunLiocichla,8,12.0,15.0,39.48,True
ML574851421,BugunLiocichla,9,13.5,16.5,38.07,True
ML574851421,BugunLiocichla,10,15.0,18.0,19.05,True
ML574851421,BugunLiocichla,11,16.5,19.5,16.25,True
ML574851421,BugunLiocichla,12,18.0,21.0,17.51,True
ML574851421,BugunLiocichla,13,19.5,22.5,27.44,True
ML574851421,BugunLiocichla,14,21.0,24.0,31.7,True
ML574851421,BugunLiocichla,15,22.5,25.5,12.12,True
ML574851421,BugunLiocichla,16,24.0,27.0,3.88,True
ML574851421,BugunLiocichla,17,25.5,28.5,5.06,True
ML577575971,BugunLiocichla,0,0.0,3.0,11.07,True
ML577575971,BugunLiocichla,1,1.5,4.5,13.67,True
ML577575971,BugunLiocichla,2,3.0,6.0,4.92,True
ML577575971,BugunLiocichla,3,4.5,7.5,2.22,False
ML577575971,BugunLiocichla,4,6.0,9.0,1.24,False
ML577575971,BugunLiocichla,5,7.5,10.5,4.52,True
ML577575971,BugunLiocichla,6,9.0,12.0,16.78,True
ML577575971,BugunLiocichla,7,10.5,13.5,7.42,True
ML577575971,BugunLiocichla,8,12.0,15.0,4.4,True
ML577575971,BugunLiocichla,9,13.5,16.5,5.05,True
ML577575971,BugunLiocichla,10,15.0,18.0,1.16,False
ML577575971,BugunLiocichla,11,16.5,19.5,0.93,False
ML577575971,BugunLiocichla,12,18.0,21.0,2.48,False
ML577575971,BugunLiocichla,13,19.5,22.5,11.02,True
ML577575971,BugunLiocichla,14,21.0,24.0,15.84,True
ML577575971,BugunLiocichla,15,22.5,25.5,3.59,True
ML577575971,BugunLiocichla,16,24.0,27.0,2.59,False
ML577575971,BugunLiocichla,17,25.5,28.5,3.2,True
ML577575971,BugunLiocichla,18,27.0,30.0,2.53,False
ML577575971,BugunLiocichla,19,28.5,31.5,2.39,False
ML577575971,BugunLiocichla,20,30.0,33.0,2.66,False
ML577575971,BugunLiocichla,21,31.5,34.5,5.43,True
ML577575971,BugunLiocichla,22,33.0,36.0,17.23,True
ML577575971,BugunLiocichla,23,34.5,37.5,7.03,True
ML577575971,BugunLiocichla,24,36.0,39.0,3.01,True
ML577575971,BugunLiocichla,25,37.5,40.5,2.38,False
ML577575971,BugunLiocichla,26,39.0,42.0,3.51,True
ML577575971,BugunLiocichla,27,40.5,43.5,11.46,True
ML577575971,BugunLiocichla,28,42.0,45.0,10.0,True
ML577575971,BugunLiocichla,29,43.5,46.5,2.02,False
ML577575971,BugunLiocichla,30,45.0,48.0,-0.43,False
ML583849671,BugunLiocichla,0,0.0,3.0,12.16,True
ML583849671,BugunLiocichla,1,1.5,4.5,12.16,True
ML583849671,BugunLiocichla,2,3.0,6.0,2.36,False
ML583849671,BugunLiocichla,3,4.5,7.5,4.34,True
ML583849671,BugunLiocichla,4,6.0,9.0,11.51,True
ML583849671,BugunLiocichla,5,7.5,10.5,15.26,True
ML583849671,BugunLiocichla,6,9.0,12.0,19.85,True
ML583849671,BugunLiocichla,7,10.5,13.5,3.2,True
ML583849671,BugunLiocichla,8,12.0,15.0,1.01,False
ML583849671,BugunLiocichla,9,13.5,16.5,4.13,True
ML583849671,BugunLiocichla,10,15.0,18.0,9.96,True
ML583849671,BugunLiocichla,11,16.5,19.5,22.86,True
ML583849671,BugunLiocichla,12,18.0,21.0,6.21,True
ML583849671,BugunLiocichla,13,19.5,22.5,6.84,True
ML583849671,BugunLiocichla,14,21.0,24.0,7.92,True
ML583849671,BugunLiocichla,15,22.5,25.5,2.22,False
ML583849671,BugunLiocichla,16,24.0,27.0,2.7,False
ML583849671,BugunLiocichla,17,25.5,28.5,4.28,True
ML583849671,BugunLiocichla,18,27.0,30.0,15.94,True
ML583849671,BugunLiocichla,19,28.5,31.5,20.28,True
ML583849681,BugunLiocichla,0,0.0,3.0,13.43,True
ML583849681,BugunLiocichla,1,1.5,4.5,25.97,True
ML583849681,BugunLiocichla,2,3.0,6.0,10.53,True
ML583849681,BugunLiocichla,3,4.5,7.5,7.79,True
ML583849681,BugunLiocichla,4,6.0,9.0,6.11,True
ML583849681,BugunLiocichla,5,7.5,10.5,6.7,True
ML583849681,BugunLiocichla,6,9.0,12.0,9.47,True
ML583849681,BugunLiocichla,7,10.5,13.5,21.52,True
ML583849681,BugunLiocichla,8,12.0,15.0,16.6,True
ML583849681,BugunLiocichla,9,13.5,16.5,2.31,False
ML583849681,BugunLiocichla,10,15.0,18.0,3.63,True
ML583849681,BugunLiocichla,11,16.5,19.5,7.72,True
ML583849681,BugunLiocichla,12,18.0,21.0,9.05,True
ML583849681,BugunLiocichla,13,19.5,22.5,7.55,True
ML583849681,BugunLiocichla,14,21.0,24.0,10.43,True
ML583849681,BugunLiocichla,15,22.5,25.5,14.15,True
ML583849681,BugunLiocichla,16,24.0,27.0,3.16,True
ML583849681,BugunLiocichla,17,25.5,28.5,3.87,True
ML583849681,BugunLiocichla,18,27.0,30.0,5.51,True
ML583849681,BugunLiocichla,19,28.5,31.5,3.77,True
ML583849681,BugunLiocichla,20,30.0,33.0,2.4,False
ML583849681,BugunLiocichla,21,31.5,34.5,1.61,False
ML583849681,BugunLiocichla,22,33.0,36.0,5.18,True
ML583849681,BugunLiocichla,23,34.5,37.5,14.09,True
ML608462481,BugunLiocichla,0,0.0,3.0,6.59,True
ML608462481,BugunLiocichla,1,1.5,4.5,2.24,False
ML608462481,BugunLiocichla,2,3.0,6.0,2.46,False
ML608462481,BugunLiocichla,3,4.5,7.5,8.94,True
ML608462481,BugunLiocichla,4,6.0,9.0,5.56,True
ML608462481,BugunLiocichla,5,7.5,10.5,2.72,False
ML608462481,BugunLiocichla,6,9.0,12.0,5.86,True
ML608462481,BugunLiocichla,7,10.5,13.5,10.39,True
ML608462481,BugunLiocichla,8,12.0,15.0,5.33,True
ML608462481,BugunLiocichla,9,13.5,16.5,3.15,True
ML608462481,BugunLiocichla,10,15.0,18.0,0.77,False
ML608462481,BugunLiocichla,11,16.5,19.5,3.76,True
ML608462481,BugunLiocichla,12,18.0,21.0,7.13,True
ML608462482,BugunLiocichla,0,0.0,3.0,4.91,True
ML608462482,BugunLiocichla,1,1.5,4.5,4.68,True
ML608462482,BugunLiocichla,2,3.0,6.0,5.26,True
ML608462482,BugunLiocichla,3,4.5,7.5,8.52,True
ML608462482,BugunLiocichla,4,6.0,9.0,10.97,True
ML608462482,BugunLiocichla,5,7.5,10.5,9.65,True
ML608462482,BugunLiocichla,6,9.0,12.0,4.91,True
ML608462482,BugunLiocichla,7,10.5,13.5,3.93,True
ML608462482,BugunLiocichla,8,12.0,15.0,5.05,True
ML608462482,BugunLiocichla,9,13.5,16.5,2.77,False
ML608462482,BugunLiocichla,10,15.0,18.0,2.34,False
ML608462482,BugunLiocichla,11,16.5,19.5,3.58,True
ML608462482,BugunLiocichla,12,18.0,21.0,7.69,True
ML608462482,BugunLiocichla,13,19.5,22.5,6.27,True
ML608462482,BugunLiocichla,14,21.0,24.0,0.04,False
ML608462482,BugunLiocichla,15,22.5,25.5,1.6,False
ML608462482,BugunLiocichla,16,24.0,27.0,4.91,True
ML608462482,BugunLiocichla,17,25.5,28.5,15.75,True
ML608462482,BugunLiocichla,18,27.0,30.0,7.53,True
ML608462482,BugunLiocichla,19,28.5,31.5,2.03,False
ML608462482,BugunLiocichla,20,30.0,33.0,3.34,True
ML608462482,BugunLiocichla,21,31.5,34.5,3.91,True
ML608462482,BugunLiocichla,22,33.0,36.0,3.88,True
ML608462482,BugunLiocichla,23,34.5,37.5,1.76,False
ML608462482,BugunLiocichla,24,36.0,39.0,2.19,False
ML608462482,BugunLiocichla,25,37.5,40.5,2.85,False
ML608462482,BugunLiocichla,26,39.0,42.0,1.9,False
ML608462482,BugunLiocichla,27,40.5,43.5,1.47,False
ML608462482,BugunLiocichla,28,42.0,45.0,6.06,True
ML608462482,BugunLiocichla,29,43.5,46.5,3.28,True
ML608462482,BugunLiocichla,30,45.0,48.0,0.81,False
ML608462482,BugunLiocichla,31,46.5,49.5,1.36,False
ML608462482,BugunLiocichla,32,48.0,51.0,2.69,False
ML608462482,BugunLiocichla,33,49.5,52.5,8.19,True
ML608462482,BugunLiocichla,34,51.0,54.0,9.81,True
ML608462482,BugunLiocichla,35,52.5,55.5,3.49,True
ML608462482,BugunLiocichla,36,54.0,57.0,0.68,False
ML608462482,BugunLiocichla,37,55.5,58.5,3.31,True
ML608462482,BugunLiocichla,38,57.0,60.0,7.23,True
ML608462482,BugunLiocichla,39,58.5,61.5,6.6,True
ML608462482,BugunLiocichla,40,60.0,63.0,6.24,True
ML608462482,BugunLiocichla,41,61.5,64.5,8.27,True
ML608462482,BugunLiocichla,42,63.0,66.0,8.28,True
ML608462482,BugunLiocichla,43,64.5,67.5,6.68,True
ML608462482,BugunLiocichla,44,66.0,69.0,7.5,True
ML608462482,BugunLiocichla,45,67.5,70.5,10.66,True
ML608462482,BugunLiocichla,46,69.0,72.0,13.6,True
ML608462482,BugunLiocichla,47,70.5,73.5,12.84,True
ML608462482,BugunLiocichla,48,72.0,75.0,8.29,True
ML608462482,BugunLiocichla,49,73.5,76.5,7.81,True
ML608462482,BugunLiocichla,50,75.0,78.0,9.6,True
ML608462482,BugunLiocichla,51,76.5,79.5,8.75,True
ML608462482,BugunLiocichla,52,78.0,81.0,8.12,True
ML608462482,BugunLiocichla,53,79.5,82.5,9.28,True
ML608462482,BugunLiocichla,54,81.0,84.0,10.48,True
ML608462482,BugunLiocichla,55,82.5,85.5,8.52,True
ML608462482,BugunLiocichla,56,84.0,87.0,5.91,True
ML608462482,BugunLiocichla,57,85.5,88.5,5.31,True
ML608462482,BugunLiocichla,58,87.0,90.0,7.42,True
ML608462482,BugunLiocichla,59,88.5,91.5,8.29,True
ML608462482,BugunLiocichla,60,90.0,93.0,7.9,True
ML609070099,BugunLiocichla,0,0.0,3.0,6.15,True
ML609070099,BugunLiocichla,1,1.5,4.5,0.22,False
ML609070099,BugunLiocichla,2,3.0,6.0,-0.38,False
ML609070099,BugunLiocichla,3,4.5,7.5,0.53,False
ML609070099,BugunLiocichla,4,6.0,9.0,0.29,False
ML609070099,BugunLiocichla,5,7.5,10.5,-0.67,False
ML609070099,BugunLiocichla,6,9.0,12.0,0.1,False
ML609070099,BugunLiocichla,7,10.5,13.5,0.57,False
ML609070099,BugunLiocichla,8,12.0,15.0,0.94,False
ML609070099,BugunLiocichla,9,13.5,16.5,2.67,False
ML609070099,BugunLiocichla,10,15.0,18.0,-0.01,False
ML609070099,BugunLiocichla,11,16.5,19.5,0.02,False
ML609070099,BugunLiocichla,12,18.0,21.0,1.76,False
ML609070099,BugunLiocichla,13,19.5,22.5,1.29,False
ML609070099,BugunLiocichla,14,21.0,24.0,3.26,True
ML609070099,BugunLiocichla,15,22.5,25.5,3.68,True
ML609070099,BugunLiocichla,16,24.0,27.0,1.36,False
ML609070099,BugunLiocichla,17,25.5,28.5,1.03,False
ML609070099,BugunLiocichla,18,27.0,30.0,2.89,False
ML609070099,BugunLiocichla,19,28.5,31.5,2.54,False
ML609070099,BugunLiocichla,20,30.0,33.0,1.75,False
ML609070099,BugunLiocichla,21,31.5,34.5,1.62,False
ML609070099,BugunLiocichla,22,33.0,36.0,1.76,False
ML609070099,BugunLiocichla,23,34.5,37.5,2.37,False
ML609070099,BugunLiocichla,24,36.0,39.0,4.13,True
ML609070099,BugunLiocichla,25,37.5,40.5,2.36,False
ML609070099,BugunLiocichla,26,39.0,42.0,2.59,False
ML609070099,BugunLiocichla,27,40.5,43.5,2.42,False
ML609070099,BugunLiocichla,28,42.0,45.0,1.78,False
ML609070099,BugunLiocichla,29,43.5,46.5,1.62,False
ML609070099,BugunLiocichla,30,45.0,48.0,1.78,False
ML609070099,BugunLiocichla,31,46.5,49.5,1.87,False
ML609070099,BugunLiocichla,32,48.0,51.0,1.91,False
ML609070099,BugunLiocichla,33,49.5,52.5,2.15,False
ML609070099,BugunLiocichla,34,51.0,54.0,4.49,True
ML609070099,BugunLiocichla,35,52.5,55.5,2.88,False
ML609070099,BugunLiocichla,36,54.0,57.0,2.0,False
ML609070099,BugunLiocichla,37,55.5,58.5,3.52,True
ML609070099,BugunLiocichla,38,57.0,60.0,0.4,False
ML609070099,BugunLiocichla,39,58.5,61.5,1.17,False
ML609070099,BugunLiocichla,40,60.0,63.0,1.52,False
ML609070099,BugunLiocichla,41,61.5,64.5,1.7,False
ML609070099,BugunLiocichla,42,63.0,66.0,1.9,False
ML609070099,BugunLiocichla,43,64.5,67.5,2.03,False
ML609070099,BugunLiocichla,44,66.0,69.0,2.65,False
ML609070099,BugunLiocichla,45,67.5,70.5,4.5,True
ML609070099,BugunLiocichla,46,69.0,72.0,1.71,False
ML609070099,BugunLiocichla,47,70.5,73.5,1.71,False
ML609070099,BugunLiocichla,48,72.0,75.0,1.77,False
ML609070099,BugunLiocichla,49,73.5,76.5,1.95,False
ML609070099,BugunLiocichla,50,75.0,78.0,4.59,True
ML609070099,BugunLiocichla,51,76.5,79.5,1.81,False
ML609070099,BugunLiocichla,52,78.0,81.0,1.81,False
ML609070099,BugunLiocichla,53,79.5,82.5,1.53,False
ML609070099,BugunLiocichla,54,81.0,84.0,1.87,False
ML609070099,BugunLiocichla,55,82.5,85.5,3.9,True
ML609070099,BugunLiocichla,56,84.0,87.0,3.71,True
ML609070099,BugunLiocichla,57,85.5,88.5,6.18,True
ML609070099,BugunLiocichla,58,87.0,90.0,1.27,False
ML609070099,BugunLiocichla,59,88.5,91.5,1.48,False
ML609070099,BugunLiocichla,60,90.0,93.0,1.71,False
ML609070099,BugunLiocichla,61,91.5,94.5,1.76,False
ML609070099,BugunLiocichla,62,93.0,96.0,2.1,False
ML609070099,BugunLiocichla,63,94.5,97.5,3.13,True
ML609070099,BugunLiocichla,64,96.0,99.0,3.6,True
ML609070099,BugunLiocichla,65,97.5,100.5,1.19,False
ML609070099,BugunLiocichla,66,99.0,102.0,1.52,False
ML609070099,BugunLiocichla,67,100.5,103.5,1.37,False
ML609070099,BugunLiocichla,68,102.0,105.0,1.52,False
ML609070099,BugunLiocichla,69,103.5,106.5,1.91,False
ML609070099,BugunLiocichla,70,105.0,108.0,2.38,False
ML609070099,BugunLiocichla,71,106.5,109.5,5.17,True
ML609070099,BugunLiocichla,72,108.0,111.0,1.95,False
ML609070099,BugunLiocichla,73,109.5,112.5,1.63,False
ML609070099,BugunLiocichla,74,111.0,114.0,1.8,False
ML609070099,BugunLiocichla,75,112.5,115.5,2.09,False
ML609070099,BugunLiocichla,76,114.0,117.0,1.71,False
ML609070099,BugunLiocichla,77,115.5,118.5,1.68,False
ML609070099,BugunLiocichla,78,117.0,120.0,2.49,False
ML609070099,BugunLiocichla,79,118.5,121.5,5.07,True
ML609070099,BugunLiocichla,80,120.0,123.0,1.56,False
ML609070099,BugunLiocichla,81,121.5,124.5,1.35,False
ML609070099,BugunLiocichla,82,123.0,126.0,1.7,False
ML609070099,BugunLiocichla,83,124.5,127.5,1.6,False
ML609070099,BugunLiocichla,84,126.0,129.0,1.76,False
ML609070099,BugunLiocichla,85,127.5,130.5,2.71,False
ML609070099,BugunLiocichla,86,129.0,132.0,5.38,True
ML609070099,BugunLiocichla,87,130.5,133.5,2.77,False
ML609070099,BugunLiocichla,88,132.0,135.0,1.69,False
ML609070099,BugunLiocichla,89,133.5,136.5,1.37,False
ML609070099,BugunLiocichla,90,135.0,138.0,1.32,False
ML609070099,BugunLiocichla,91,136.5,139.5,1.42,False
ML609070099,BugunLiocichla,92,138.0,141.0,3.85,True
ML609070099,BugunLiocichla,93,139.5,142.5,5.15,True
ML609070099,BugunLiocichla,94,141.0,144.0,2.03,False
ML609070099,BugunLiocichla,95,142.5,145.5,1.8,False
ML609070099,BugunLiocichla,96,144.0,147.0,2.13,False
ML609070099,BugunLiocichla,97,145.5,148.5,4.62,True
ML609070099,BugunLiocichla,98,147.0,150.0,1.58,False
ML609070099,BugunLiocichla,99,148.5,151.5,1.36,False
ML609070099,BugunLiocichla,100,150.0,153.0,1.58,False
ML609070099,BugunLiocichla,101,151.5,154.5,1.48,False
ML609070099,BugunLiocichla,102,153.0,156.0,1.48,False
ML609070099,BugunLiocichla,103,154.5,157.5,1.91,False
ML609070099,BugunLiocichla,104,156.0,159.0,4.7,True
ML609070099,BugunLiocichla,105,157.5,160.5,1.62,False
ML609070099,BugunLiocichla,106,159.0,162.0,1.2,False
ML609070099,BugunLiocichla,107,160.5,163.5,1.66,False
ML609070099,BugunLiocichla,108,162.0,165.0,2.38,False
ML609070099,BugunLiocichla,109,163.5,166.5,7.91,True
ML609070099,BugunLiocichla,110,165.0,168.0,1.63,False
ML609070099,BugunLiocichla,111,166.5,169.5,1.93,False
ML609070099,BugunLiocichla,112,168.0,171.0,3.63,True
ML609070099,BugunLiocichla,113,169.5,172.5,2.76,False
ML609070099,BugunLiocichla,114,171.0,174.0,2.05,False
ML609070099,BugunLiocichla,115,172.5,175.5,2.71,False
ML609070099,BugunLiocichla,116,174.0,177.0,4.84,True
ML609070099,BugunLiocichla,117,175.5,178.5,2.96,False
ML609070099,BugunLiocichla,118,177.0,180.0,3.31,True
ML609070099,BugunLiocichla,119,178.5,181.5,4.79,True
ML609070099,BugunLiocichla,120,180.0,183.0,4.0,True
ML609070099,BugunLiocichla,121,181.5,184.5,4.49,True
ML609070099,BugunLiocichla,122,183.0,186.0,3.57,True
ML609070099,BugunLiocichla,123,184.5,187.5,4.27,True
ML609070099,BugunLiocichla,124,186.0,189.0,3.29,True
ML614844523,BugunLiocichla,0,0.0,3.0,129.05,True
ML617505678,BugunLiocichla,0,0.0,3.0,1.94,False
ML617505678,BugunLiocichla,1,1.5,4.5,8.25,True
ML617505678,BugunLiocichla,2,3.0,6.0,5.07,True
ML617505678,BugunLiocichla,3,4.5,7.5,1.24,False
ML617505678,BugunLiocichla,4,6.0,9.0,1.51,False
ML617505678,BugunLiocichla,5,7.5,10.5,3.49,True
ML617505678,BugunLiocichla,6,9.0,12.0,1.61,False
ML617505678,BugunLiocichla,7,10.5,13.5,0.95,False
ML617505678,BugunLiocichla,8,12.0,15.0,1.24,False
ML617505678,BugunLiocichla,9,13.5,16.5,1.28,False
ML617505678,BugunLiocichla,10,15.0,18.0,2.21,False
ML617505678,BugunLiocichla,11,16.5,19.5,4.28,True
ML617505678,BugunLiocichla,12,18.0,21.0,3.5,True
ML617505678,BugunLiocichla,13,19.5,22.5,2.94,False
ML617505678,BugunLiocichla,14,21.0,24.0,2.44,False
ML617505678,BugunLiocichla,15,22.5,25.5,4.06,True
ML617505678,BugunLiocichla,16,24.0,27.0,5.43,True
ML617505678,BugunLiocichla,17,25.5,28.5,2.87,False
ML617505678,BugunLiocichla,18,27.0,30.0,2.62,False
ML617505678,BugunLiocichla,19,28.5,31.5,2.85,False
ML617505678,BugunLiocichla,20,30.0,33.0,3.22,True
ML617505678,BugunLiocichla,21,31.5,34.5,5.18,True
ML617505678,BugunLiocichla,22,33.0,36.0,5.08,True
ML617505678,BugunLiocichla,23,34.5,37.5,2.79,False
ML617505678,BugunLiocichla,24,36.0,39.0,3.69,True
ML617505678,BugunLiocichla,25,37.5,40.5,5.31,True
ML617505678,BugunLiocichla,26,39.0,42.0,3.2,True
ML617505678,BugunLiocichla,27,40.5,43.5,2.23,False
ML617505678,BugunLiocichla,28,42.0,45.0,2.48,False
ML617505678,BugunLiocichla,29,43.5,46.5,3.92,True
ML617506149,BugunLiocichla,0,0.0,3.0,1.18,False
ML617506149,BugunLiocichla,1,1.5,4.5,3.51,True
ML617506149,BugunLiocichla,2,3.0,6.0,1.59,False
ML617506149,BugunLiocichla,3,4.5,7.5,4.28,True
ML617506149,BugunLiocichla,4,6.0,9.0,4.15,True
ML617506149,BugunLiocichla,5,7.5,10.5,3.09,True
ML617506149,BugunLiocichla,6,9.0,12.0,2.75,False
ML617506149,BugunLiocichla,7,10.5,13.5,3.0,True
ML617506149,BugunLiocichla,8,12.0,15.0,5.3,True
ML617506149,BugunLiocichla,9,13.5,16.5,3.48,True
ML617506149,BugunLiocichla,10,15.0,18.0,3.31,True
ML617506149,BugunLiocichla,11,16.5,19.5,5.83,True
ML617506149,BugunLiocichla,12,18.0,21.0,4.14,True
ML617506149,BugunLiocichla,13,19.5,22.5,2.6,False
ML617506149,BugunLiocichla,14,21.0,24.0,5.74,True
ML617506149,BugunLiocichla,15,22.5,25.5,5.28,True
ML617506149,BugunLiocichla,16,24.0,27.0,2.94,False
ML617506149,BugunLiocichla,17,25.5,28.5,2.14,False
ML617506149,BugunLiocichla,18,27.0,30.0,3.38,True
ML618603111,BugunLiocichla,0,0.0,3.0,7.64,True
ML618603111,BugunLiocichla,1,1.5,4.5,9.39,True
ML618603111,BugunLiocichla,2,3.0,6.0,8.64,True
ML618603111,BugunLiocichla,3,4.5,7.5,1.83,False
ML618603111,BugunLiocichla,4,6.0,9.0,2.02,False
ML618603111,BugunLiocichla,5,7.5,10.5,6.96,True
ML618603111,BugunLiocichla,6,9.0,12.0,11.0,True
ML618603111,BugunLiocichla,7,10.5,13.5,13.39,True
ML618603111,BugunLiocichla,8,12.0,15.0,11.09,True
ML618603111,BugunLiocichla,9,13.5,16.5,13.04,True
ML618603111,BugunLiocichla,10,15.0,18.0,11.82,True
ML618603111,BugunLiocichla,11,16.5,19.5,6.98,True
ML618603111,BugunLiocichla,12,18.0,21.0,5.75,True
ML618603111,BugunLiocichla,13,19.5,22.5,7.7,True
ML618603111,BugunLiocichla,14,21.0,24.0,14.71,True
ML618603111,BugunLiocichla,15,22.5,25.5,14.73,True
ML618603111,BugunLiocichla,16,24.0,27.0,11.0,True
ML618603111,BugunLiocichla,17,25.5,28.5,9.22,True
ML618717331,BugunLiocichla,0,0.0,3.0,1.44,False
ML618717331,BugunLiocichla,1,1.5,4.5,1.53,False
ML618717331,BugunLiocichla,2,3.0,6.0,2.78,False
ML618717331,BugunLiocichla,3,4.5,7.5,2.75,False
ML618717331,BugunLiocichla,4,6.0,9.0,4.3,True
ML618717331,BugunLiocichla,5,7.5,10.5,3.33,True
ML618717331,BugunLiocichla,6,9.0,12.0,2.88,False
ML618717393,BugunLiocichla,0,0.0,3.0,5.22,True
ML618717393,BugunLiocichla,1,1.5,4.5,4.06,True
ML618717393,BugunLiocichla,2,3.0,6.0,2.24,False
ML621169965,BugunLiocichla,0,0.0,3.0,1.85,False
